V1/V2   netlist                                                                      MAX err  AVG err
 5.500  (vin_0,0_1,1_gnd,1_out,out_3,3_gnd)                                               54       33
 5.500  (vin_1,1_0,0_gnd,0_out,out_3,3_gnd)                                               54       33
 5.500  (vin_0,vin_0,0_gnd,0_out,out_gnd,out_gnd)                                         54       33
 5.500  (vin_0,0_gnd,0_out,out_2,2_gnd,out_3,3_gnd,3_gnd)                                 60       25
 5.500  (vin_0,vin_0,0_1,0_2,2_1,1_gnd,1_out,out_gnd)                                     60       25
 5.500  (vin_0,vin_1,1_0,0_2,0_2,2_gnd,2_out,out_gnd)                                     60       25
 5.500  (vin_1,vin_1,1_0,1_2,2_0,0_gnd,0_out,out_gnd)                                     60       25
 5.500  (vin_0,0_1,0_1,1_out,out_gnd,1_3,3_gnd,3_gnd)                                     63       24
 5.500  (vin_0,0_gnd,0_out,0_2,2_out,out_gnd,out_3,3_gnd)                                 63       24
 5.500  (vin_0,vin_0,0_1,1_out,out_gnd,1_3,3_gnd,3_gnd)                                   63       24
 5.500  (vin_1,1_0,1_0,0_out,out_gnd,0_3,3_gnd,3_gnd)                                     63       24
 5.500  (vin_0,0_gnd,0_out,out_gnd,0_2,2_3,3_4,4_gnd)                                     63       26
 5.500  (vin_0,0_gnd,0_1,1_gnd,0_2,2_out,out_4,4_gnd)                                     63       27
 5.500  (vin_0,0_1,1_gnd,0_2,2_out,out_gnd)                                               72       33
 5.500  (vin_0,vin_0,0_1,1_gnd,0_2,2_3,3_out,out_gnd)                                     77       23
 5.500  (vin_out,out_gnd,out_gnd,out_gnd,out_gnd,out_1,1_gnd)                             81       23
 5.500  (vin_0,vin_0,0_1,1_2,2_3,3_out,out_gnd)                                           81       23
 5.500  (vin_1,1_0,1_0,0_2,2_3,3_out,out_gnd)                                             81       23
 5.500  (vin_1,1_2,2_0,2_0,0_3,3_out,out_gnd)                                             81       23
 5.500  (vin_1,1_2,2_3,3_0,3_0,0_out,out_gnd)                                             81       23
 5.500  (vin_1,1_2,2_3,3_4,4_out,4_out,out_gnd)                                           81       23
 5.600  (vin_0,0_gnd,0_out,out_2,out_2,2_gnd,2_gnd,2_gnd)                                 60       25
 5.600  (vin_1,1_0,vin_2,2_3,3_0,0_gnd,0_out,out_gnd)                                     60       25
 5.600  (vin_0,0_1,1_out,out_gnd,1_3,3_4,4_gnd,4_gnd)                                     67       24
 5.600  (vin_1,1_0,0_out,out_gnd,0_3,3_4,4_gnd,4_gnd)                                     67       24
 5.667  (vin_0,0_out,out_gnd,out_gnd,out_2,2_3,3_gnd)                                     41       23
 5.667  (vin_1,1_out,out_gnd,out_gnd,out_2,2_3,3_gnd)                                     41       23
 5.667  (vin_0,vin_0,vin_0,0_1,1_out,out_gnd,out_gnd)                                     41       23
 5.667  (vin_1,1_0,1_0,1_0,0_out,out_gnd,out_gnd)                                         41       23
 5.667  (vin_1,1_2,2_out,2_out,2_out,out_gnd,out_gnd)                                     41       23
 5.667  (vin_0,0_1,1_gnd,0_out,out_gnd,out_3,3_gnd,3_gnd)                                 52       24
 5.667  (vin_0,0_1,1_gnd,1_gnd,0_out,out_gnd,out_3,3_gnd)                                 55       24
 5.667  (vin_0,0_1,1_gnd,1_2,2_out,out_4,4_5,5_gnd)                                       58       26
 5.667  (vin_1,1_0,0_gnd,0_2,2_out,out_4,4_5,5_gnd)                                       58       26
 5.667  (vin_0,vin_0,vin_0,0_gnd,0_gnd,0_out,out_gnd,out_gnd)                             58       26
 5.667  (vin_0,0_gnd,0_out,out_gnd,0_2,2_3,3_gnd)                                         64       30
 5.667  (vin_0,0_gnd,0_gnd,0_out,out_2,2_gnd,2_gnd)                                       70       30
 5.667  (vin_0,vin_1,1_0,0_gnd,0_2,2_out,out_gnd)                                         70       30
 5.667  (vin_0,0_gnd,0_gnd,0_gnd,0_out,out_2,2_3,3_gnd)                                   76       24
 5.667  (vin_0,vin_0,vin_0,0_gnd,0_1,1_2,2_out,out_gnd)                                   76       24
 5.667  (vin_out,out_gnd,out_gnd,out_gnd,out_gnd,out_1,1_gnd,1_gnd)                       82       20
 5.667  (vin_0,vin_1,1_0,0_2,2_3,3_4,4_out,out_gnd)                                       82       20
 5.667  (vin_1,1_0,1_2,2_0,0_3,3_4,4_out,out_gnd)                                         82       20
 5.667  (vin_1,1_2,2_0,2_3,3_0,0_4,4_out,out_gnd)                                         82       20
 5.667  (vin_1,1_2,2_3,3_0,3_4,4_0,0_out,out_gnd)                                         82       20
 5.667  (vin_1,1_2,2_3,3_4,4_out,4_5,5_out,out_gnd)                                       82       20
 5.750  (vin_0,0_out,out_gnd,out_gnd,0_2,2_3,3_4,4_gnd)                                   47       22
 5.750  (vin_0,0_1,0_1,1_gnd,1_2,2_out,out_4,4_gnd)                                       52       27
 5.750  (vin_0,vin_0,0_1,1_gnd,1_2,2_out,out_4,4_gnd)                                     52       27
 5.750  (vin_0,vin_0,0_gnd,0_gnd,0_out,out_gnd,out_2,2_gnd)                               52       27
 5.750  (vin_1,1_0,1_0,0_gnd,0_2,2_out,out_4,4_gnd)                                       52       27
 5.750  (vin_0,0_gnd,0_1,1_out,out_3,3_gnd,3_gnd,3_gnd)                                   56       27
 5.750  (vin_0,vin_1,1_2,2_0,0_gnd,0_gnd,0_out,out_gnd)                                   56       27
 5.750  (vin_0,0_gnd,0_out,out_gnd,out_2,2_3,3_4,4_gnd)                                   60       26
 5.750  (vin_0,vin_0,vin_0,vin_0,0_1,1_gnd,1_out,out_gnd)                                 60       26
 5.750  (vin_1,1_0,1_0,1_0,1_0,0_gnd,0_out,out_gnd)                                       60       26
 5.750  (vin_0,vin_0,0_gnd,0_1,1_gnd,0_2,2_out,out_gnd)                                   69       27
 5.750  (vin_0,0_gnd,0_gnd,0_1,1_gnd,0_out,out_3,3_gnd)                                   73       26
 5.800  (vin_0,0_out,out_gnd,out_gnd,out_2,2_3,3_gnd,3_gnd)                               41       20
 5.800  (vin_1,1_out,out_gnd,out_gnd,out_2,2_3,3_gnd,3_gnd)                               41       20
 5.800  (vin_0,vin_0,vin_1,1_0,0_2,2_out,out_gnd,out_gnd)                                 41       20
 5.800  (vin_1,1_0,1_0,1_2,2_0,0_out,out_gnd,out_gnd)                                     41       20
 5.800  (vin_1,1_2,2_out,2_out,2_3,3_out,out_gnd,out_gnd)                                 41       20
 5.800  (vin_0,0_1,1_out,out_gnd,out_3,3_gnd,3_4,4_gnd)                                   51       20
 5.800  (vin_1,1_0,0_out,out_gnd,out_3,3_gnd,3_4,4_gnd)                                   51       20
 5.800  (vin_1,1_2,2_out,out_gnd,out_3,3_gnd,3_4,4_gnd)                                   51       20
 5.800  (vin_0,vin_1,1_0,1_0,0_out,out_gnd,out_gnd,out_gnd)                               51       20
 5.800  (vin_1,1_out,1_2,2_out,2_out,out_gnd,out_gnd,out_gnd)                             51       20
 5.800  (vin_0,0_gnd,0_out,out_gnd,0_2,2_3,3_gnd,3_gnd)                                   65       26
 5.800  (vin_0,0_1,1_out,out_gnd,0_3,3_gnd,3_4,4_gnd)                                     72       25
 6.000  (vin_0,0_out,out_gnd,out_gnd,out_2,2_gnd)                                         41       27
 6.000  (vin_0,0_1,1_out,1_out,out_gnd,out_gnd)                                           41       27
 6.000  (vin_1,1_0,0_out,0_out,out_gnd,out_gnd)                                           41       27
 6.000  (vin_1,1_out,out_gnd,out_gnd,out_2,2_gnd)                                         41       27
 6.000  (vin_0,vin_0,0_1,1_out,out_gnd,out_gnd)                                           41       27
 6.000  (vin_1,1_0,1_0,0_out,out_gnd,out_gnd)                                             41       27
 6.000  (vin_1,1_2,2_out,2_out,out_gnd,out_gnd)                                           41       27
 6.000  (vin_0,0_out,0_2,2_out,out_gnd,out_gnd,out_gnd)                                   49       23
 6.000  (vin_0,0_1,1_out,out_gnd,out_3,3_gnd,3_gnd)                                       49       23
 6.000  (vin_1,1_0,0_out,out_gnd,out_3,3_gnd,3_gnd)                                       49       23
 6.000  (vin_1,1_2,2_out,out_gnd,out_3,3_gnd,3_gnd)                                       49       23
 6.000  (vin_0,vin_1,1_0,0_out,out_gnd,out_gnd,out_gnd)                                   49       23
 6.000  (vin_1,1_out,1_2,2_out,out_gnd,out_gnd,out_gnd)                                   49       23
 6.000  (vin_0,0_out,out_gnd,out_gnd,0_2,2_3,3_gnd)                                       49       26
 6.000  (vin_0,0_1,1_gnd,1_out,out_3,3_gnd,3_4,4_gnd)                                     53       25
 6.000  (vin_1,1_0,0_gnd,0_out,out_3,3_gnd,3_4,4_gnd)                                     53       25
 6.000  (vin_0,vin_1,1_0,1_0,0_gnd,0_out,out_gnd,out_gnd)                                 53       25
 6.000  (vin_0,0_gnd,0_out,out_gnd,out_2,2_3,3_gnd)                                       61       30
 6.000  (vin_0,vin_0,vin_0,0_1,1_gnd,1_out,out_gnd)                                       61       30
 6.000  (vin_1,1_0,1_0,1_0,0_gnd,0_out,out_gnd)                                           61       30
 6.000  (vin_0,0_1,1_out,out_gnd,1_3,3_gnd)                                               66       33
 6.000  (vin_0,0_1,1_2,2_gnd,1_out,out_gnd)                                               66       33
 6.000  (vin_0,0_gnd,0_out,0_out,out_gnd,out_gnd)                                         66       33
 6.000  (vin_1,1_0,0_out,out_gnd,0_3,3_gnd)                                               66       33
 6.000  (vin_1,1_0,0_2,2_gnd,0_out,out_gnd)                                               66       33
 6.000  (vin_0,0_gnd,0_out,out_gnd,0_2,2_gnd)                                             66       36
 6.000  (vin_0,0_gnd,0_1,1_gnd,0_out,out_gnd)                                             66       36
 6.000  (vin_0,0_gnd,0_gnd,0_out,out_2,2_gnd,2_gnd,2_gnd)                                 70       27
 6.000  (vin_0,vin_1,1_2,2_0,0_gnd,0_3,3_out,out_gnd)                                     70       27
 6.000  (vin_0,0_1,1_gnd,1_gnd,0_2,2_out,out_gnd)                                         72       30
 6.000  (vin_0,0_1,1_2,2_3,3_out,out_gnd)                                                 83       27
 6.000  (vin_out,out_gnd,out_gnd,out_gnd,out_gnd,out_gnd)                                 83       27
 6.000  (vin_1,1_0,0_2,2_3,3_out,out_gnd)                                                 83       27
 6.000  (vin_1,1_2,2_0,0_3,3_out,out_gnd)                                                 83       27
 6.000  (vin_1,1_2,2_3,3_0,0_out,out_gnd)                                                 83       27
 6.000  (vin_1,1_2,2_3,3_4,4_out,out_gnd)                                                 83       27
 6.200  (vin_0,0_out,out_gnd,out_gnd,out_2,2_gnd,2_3,3_gnd)                               41       20
 6.200  (vin_1,1_out,out_gnd,out_gnd,out_2,2_gnd,2_3,3_gnd)                               41       20
 6.200  (vin_0,vin_1,1_0,1_0,0_2,2_out,out_gnd,out_gnd)                                   41       20
 6.200  (vin_1,1_0,1_2,2_0,2_0,0_out,out_gnd,out_gnd)                                     41       20
 6.200  (vin_1,1_2,2_out,2_3,3_out,3_out,out_gnd,out_gnd)                                 41       20
 6.200  (vin_0,0_out,out_gnd,out_gnd,0_2,2_3,3_gnd,3_gnd)                                 51       24
 6.200  (vin_0,0_gnd,0_out,out_gnd,out_2,2_3,3_gnd,3_gnd)                                 61       26
 6.200  (vin_0,vin_0,vin_1,1_0,0_2,2_gnd,2_out,out_gnd)                                   61       26
 6.200  (vin_1,1_0,1_0,1_2,2_0,0_gnd,0_out,out_gnd)                                       61       26
 6.200  (vin_0,0_gnd,0_out,out_gnd,0_2,2_gnd,2_3,3_gnd)                                   67       27
 6.250  (vin_0,0_1,1_out,out_gnd,out_3,3_gnd,3_gnd,3_gnd)                                 47       20
 6.250  (vin_1,1_0,0_out,out_gnd,out_3,3_gnd,3_gnd,3_gnd)                                 47       20
 6.250  (vin_1,1_2,2_out,out_gnd,out_3,3_gnd,3_gnd,3_gnd)                                 47       20
 6.250  (vin_0,vin_1,1_2,2_0,0_out,out_gnd,out_gnd,out_gnd)                               47       20
 6.250  (vin_1,1_out,1_2,2_3,3_out,out_gnd,out_gnd,out_gnd)                               47       20
 6.250  (vin_0,vin_0,0_gnd,0_1,1_gnd,1_out,out_3,3_gnd)                                   47       29
 6.250  (vin_0,0_out,0_out,out_gnd,out_gnd,out_gnd,out_2,2_gnd)                           55       20
 6.250  (vin_0,0_1,1_2,2_out,2_out,out_gnd,out_4,4_gnd)                                   55       20
 6.250  (vin_1,1_0,0_2,2_out,2_out,out_gnd,out_4,4_gnd)                                   55       20
 6.250  (vin_0,vin_0,0_out,out_gnd,out_gnd,out_gnd,out_2,2_gnd)                           55       20
 6.250  (vin_0,vin_0,0_1,1_2,2_out,out_gnd,out_4,4_gnd)                                   55       20
 6.250  (vin_1,1_0,1_0,0_2,2_out,out_gnd,out_4,4_gnd)                                     55       20
 6.250  (vin_1,1_out,1_out,out_gnd,out_gnd,out_gnd,out_2,2_gnd)                           55       20
 6.250  (vin_1,1_2,2_0,0_out,0_out,out_gnd,out_4,4_gnd)                                   55       20
 6.250  (vin_1,1_2,2_0,2_0,0_out,out_gnd,out_4,4_gnd)                                     55       20
 6.250  (vin_1,1_2,2_3,3_out,3_out,out_gnd,out_4,4_gnd)                                   55       20
 6.250  (vin_0,vin_0,0_gnd,0_1,1_gnd,0_out,out_gnd,out_gnd)                               55       26
 6.250  (vin_0,0_1,1_out,out_gnd,0_3,3_gnd,3_gnd,3_gnd)                                   71       26
 6.333  (vin_0,0_out,out_gnd,out_gnd,out_2,2_gnd,2_gnd)                                   42       24
 6.333  (vin_1,1_out,out_gnd,out_gnd,out_2,2_gnd,2_gnd)                                   42       24
 6.333  (vin_0,vin_1,1_0,0_2,2_out,out_gnd,out_gnd)                                       42       24
 6.333  (vin_1,1_0,1_2,2_0,0_out,out_gnd,out_gnd)                                         42       24
 6.333  (vin_1,1_2,2_out,2_3,3_out,out_gnd,out_gnd)                                       42       24
 6.333  (vin_0,0_1,1_gnd,1_out,out_3,3_gnd,3_gnd)                                         52       30
 6.333  (vin_1,1_0,0_gnd,0_out,out_3,3_gnd,3_gnd)                                         52       30
 6.333  (vin_0,vin_1,1_0,0_gnd,0_out,out_gnd,out_gnd)                                     52       30
 6.333  (vin_0,0_out,0_out,0_out,out_gnd,out_gnd,out_gnd,out_gnd)                         63       21
 6.333  (vin_0,0_1,1_2,2_out,out_gnd,out_4,4_5,5_gnd)                                     63       21
 6.333  (vin_1,1_0,0_2,2_out,out_gnd,out_4,4_5,5_gnd)                                     63       21
 6.333  (vin_1,1_2,2_0,0_out,out_gnd,out_4,4_5,5_gnd)                                     63       21
 6.333  (vin_0,vin_0,vin_0,0_out,out_gnd,out_gnd,out_gnd,out_gnd)                         63       21
 6.333  (vin_1,1_out,1_out,1_out,out_gnd,out_gnd,out_gnd,out_gnd)                         63       21
 6.333  (vin_1,1_2,2_3,3_out,out_gnd,out_4,4_5,5_gnd)                                     63       21
 6.333  (vin_0,0_1,1_2,2_gnd,2_out,out_4,4_5,5_gnd)                                       63       24
 6.333  (vin_1,1_0,0_2,2_gnd,2_out,out_4,4_5,5_gnd)                                       63       24
 6.333  (vin_1,1_2,2_0,0_gnd,0_out,out_4,4_5,5_gnd)                                       63       24
 6.333  (vin_0,vin_0,vin_0,0_gnd,0_out,out_gnd,out_gnd,out_gnd)                           63       24
 6.333  (vin_0,0_gnd,0_out,out_gnd,0_2,2_gnd,2_gnd)                                       68       31
 6.333  (vin_0,0_1,1_2,2_gnd,0_3,3_4,4_out,out_gnd)                                       78       24
 6.400  (vin_0,0_1,1_out,out_gnd,1_3,3_gnd,3_4,4_gnd)                                     65       25
 6.400  (vin_1,1_0,0_out,out_gnd,0_3,3_gnd,3_4,4_gnd)                                     65       25
 6.500  (vin_0,0_out,out_gnd,out_gnd,out_2,2_gnd,2_gnd,2_gnd)                             42       21
 6.500  (vin_1,1_out,out_gnd,out_gnd,out_2,2_gnd,2_gnd,2_gnd)                             42       21
 6.500  (vin_0,vin_1,1_2,2_0,0_3,3_out,out_gnd,out_gnd)                                   42       21
