V1/V2   netlist                                                                      MAX err  AVG err
 2.125  (vin_1,1_out,1_out,out_0,out_0,out_0,0_gnd)                                       39       15
 2.125  (vin_0,0_1,1_gnd,0_out,out_3,3_4,4_5,5_gnd)                                       41       14
 2.125  (vin_1,1_0,1_out,out_0,out_3,3_0,3_0,0_gnd)                                       43       13
 2.125  (vin_1,1_0,1_0,1_2,2_out,out_0,0_gnd)                                             46       15
 2.125  (vin_out,out_1,1_gnd,out_2,2_gnd,2_3,3_gnd,3_gnd)                                 52       13
 2.125  (vin_1,vin_1,1_out,1_2,2_out,2_3,3_out,out_gnd)                                   52       13
 2.133  (vin_1,1_2,2_0,1_out,out_0,out_4,4_0,0_gnd)                                       38       13
 2.133  (vin_1,1_0,1_2,2_0,1_out,out_0,out_0,0_gnd)                                       46       13
 2.143  (vin_0,0_out,out_2,2_gnd,2_3,3_4,4_gnd)                                           30       15
 2.143  (vin_1,1_out,out_2,2_gnd,2_3,3_4,4_gnd)                                           30       15
 2.143  (vin_1,1_out,out_0,0_gnd,0_3,3_4,4_gnd)                                           30       15
 2.143  (vin_out,vin_1,1_out,1_out,1_out,out_gnd,out_gnd)                                 30       15
 2.143  (vin_1,1_out,out_0,out_3,3_4,4_0,0_gnd)                                           30       15
 2.143  (vin_out,out_1,out_1,1_gnd,1_gnd,1_2,2_gnd,2_gnd)                                 53       13
 2.143  (vin_out,out_0,out_0,0_gnd,0_gnd,0_2,2_gnd,2_gnd)                                 53       13
 2.143  (vin_out,out_0,out_0,out_2,2_0,2_0,0_gnd,0_gnd)                                   53       13
 2.143  (vin_1,1_out,vin_2,2_3,3_out,3_4,4_out,out_gnd)                                   53       13
 2.154  (vin_1,1_0,1_2,2_0,1_3,3_out,out_0,0_gnd)                                         45       13
 2.167  (vin_0,vin_0,0_1,1_2,2_out,out_4,4_5,5_gnd)                                       17       13
 2.167  (vin_1,1_0,1_0,0_2,2_out,out_4,4_5,5_gnd)                                         17       13
 2.167  (vin_out,vin_out,vin_out,out_gnd,out_gnd,out_gnd,out_1,1_gnd)                     17       13
 2.167  (vin_1,1_2,2_0,2_0,0_out,out_4,4_5,5_gnd)                                         17       13
 2.167  (vin_1,1_2,2_3,3_out,3_out,out_4,4_5,5_gnd)                                       17       13
 2.167  (vin_out,vin_out,out_gnd,out_gnd,out_1,1_2,2_gnd)                                 26       15
 2.167  (vin_0,vin_0,vin_0,0_1,1_out,out_3,3_gnd)                                         26       15
 2.167  (vin_1,1_0,1_0,1_0,0_out,out_3,3_gnd)                                             26       15
 2.167  (vin_1,1_2,2_out,2_out,2_out,out_3,3_gnd)                                         26       15
 2.167  (vin_0,vin_0,0_gnd,0_out,out_2,2_3,3_gnd)                                         30       17
 2.167  (vin_0,vin_0,vin_0,0_gnd,0_out,out_2,2_gnd)                                       30       17
 2.167  (vin_0,0_out,out_2,2_gnd,2_3,3_4,4_gnd,4_gnd)                                     31       13
 2.167  (vin_1,1_out,out_2,2_gnd,2_3,3_4,4_gnd,4_gnd)                                     31       13
 2.167  (vin_1,1_out,out_0,0_gnd,0_3,3_4,4_gnd,4_gnd)                                     31       13
 2.167  (vin_out,vin_1,1_out,1_out,1_2,2_out,out_gnd,out_gnd)                             31       13
 2.167  (vin_1,1_out,out_0,out_3,3_4,4_0,4_0,0_gnd)                                       31       13
 2.167  (vin_out,vin_1,1_out,out_gnd,out_2,2_gnd,2_gnd,2_gnd)                             35       13
 2.167  (vin_0,vin_1,1_2,2_0,0_out,out_4,4_gnd,4_gnd)                                     35       13
 2.167  (vin_1,1_out,1_2,2_3,3_out,out_4,4_gnd,4_gnd)                                     35       13
 2.167  (vin_1,1_2,1_2,2_0,2_out,out_4,4_0,0_gnd)                                         35       14
 2.167  (vin_1,1_0,1_out,out_0,out_0,0_gnd)                                               44       18
 2.167  (vin_1,1_0,1_0,1_out,out_0,out_0,out_0,0_gnd)                                     49       13
 2.167  (vin_out,out_gnd,out_1,1_2,2_3,3_4,4_5,5_gnd)                                     53       13
 2.167  (vin_0,vin_0,vin_0,vin_0,vin_0,vin_0,0_out,out_gnd)                               53       13
 2.167  (vin_1,1_out,1_out,1_out,1_out,1_out,1_out,out_gnd)                               53       13
 2.167  (vin_out,out_1,1_gnd,out_2,2_gnd,2_gnd)                                           53       17
 2.167  (vin_1,vin_1,1_out,1_2,2_out,out_gnd)                                             53       17
 2.200  (vin_0,0_1,1_out,out_3,3_4,4_gnd,4_gnd)                                           21       15
 2.200  (vin_1,1_0,0_out,out_3,3_4,4_gnd,4_gnd)                                           21       15
 2.200  (vin_1,1_2,2_out,out_3,3_4,4_gnd,4_gnd)                                           21       15
 2.200  (vin_1,1_2,2_out,out_0,0_4,4_gnd,4_gnd)                                           21       15
 2.200  (vin_out,vin_out,vin_1,1_out,out_gnd,out_gnd,out_gnd)                             21       15
 2.200  (vin_1,1_2,2_out,out_0,out_0,0_4,4_gnd)                                           21       15
 2.200  (vin_1,1_2,2_out,out_4,4_0,0_gnd,0_gnd)                                           21       15
 2.200  (vin_1,1_2,2_out,out_4,4_0,4_0,0_gnd)                                             21       15
 2.200  (vin_1,vin_2,2_1,1_0,1_out,out_0,0_gnd,0_gnd)                                     24       13
 2.200  (vin_out,vin_out,out_gnd,out_gnd,out_1,1_2,2_gnd,2_gnd)                           27       13
 2.200  (vin_0,vin_0,vin_1,1_0,0_2,2_out,out_4,4_gnd)                                     27       13
 2.200  (vin_1,1_0,1_0,1_2,2_0,0_out,out_4,4_gnd)                                         27       13
 2.200  (vin_1,1_2,2_out,2_out,2_3,3_out,out_4,4_gnd)                                     27       13
 2.200  (vin_0,vin_1,1_out,out_0,out_0,0_gnd,0_gnd,0_gnd)                                 27       14
 2.200  (vin_1,1_0,vin_2,2_3,3_out,out_0,0_gnd,0_gnd)                                     27       14
 2.200  (vin_0,0_out,out_2,2_gnd,2_3,3_gnd)                                               32       18
 2.200  (vin_1,1_out,out_2,2_gnd,2_3,3_gnd)                                               32       18
 2.200  (vin_1,1_out,out_0,0_gnd,0_3,3_gnd)                                               32       18
 2.200  (vin_out,vin_1,1_out,1_out,out_gnd,out_gnd)                                       32       18
 2.200  (vin_1,1_out,out_0,out_3,3_0,0_gnd)                                               32       18
 2.200  (vin_0,vin_0,0_out,out_2,2_gnd,2_gnd,2_gnd,2_gnd)                                 43       13
 2.200  (vin_1,1_out,1_out,out_2,2_gnd,2_gnd,2_gnd,2_gnd)                                 43       13
 2.200  (vin_out,vin_1,1_2,2_3,3_out,out_gnd,out_4,4_gnd)                                 43       13
 2.200  (vin_1,1_out,out_0,out_0,1_3,3_0,3_0,0_gnd)                                       43       13
 2.200  (vin_1,1_2,2_0,2_0,1_out,out_0,out_0,0_gnd)                                       43       13
 2.200  (vin_1,1_out,1_out,out_0,out_0,out_0,out_0,0_gnd)                                 43       13
 2.200  (vin_1,1_0,1_2,2_out,out_0,0_gnd)                                                 43       18
 2.200  (vin_1,1_0,1_2,1_2,2_0,2_out,out_0,0_gnd)                                         47       14
 2.200  (vin_1,1_0,1_0,1_2,2_3,3_out,out_0,0_gnd)                                         49       14
 2.200  (vin_out,out_gnd,out_1,1_2,2_3,3_4,4_gnd)                                         54       15
 2.200  (vin_0,vin_0,vin_0,vin_0,vin_0,0_out,out_gnd)                                     54       15
 2.200  (vin_1,1_out,1_out,1_out,1_out,1_out,out_gnd)                                     54       15
 2.200  (vin_out,out_1,out_1,1_gnd,1_gnd,1_gnd)                                           54       18
 2.200  (vin_out,out_0,out_0,0_gnd,0_gnd,0_gnd)                                           54       18
 2.200  (vin_out,out_0,out_0,out_0,0_gnd,0_gnd)                                           54       18
 2.200  (vin_1,1_out,vin_2,2_3,3_out,out_gnd)                                             54       18
 2.214  (vin_1,1_0,1_out,out_0,out_0,out_3,3_0,0_gnd)                                     47       14
 2.214  (vin_1,1_0,1_0,1_2,2_0,2_out,out_0,0_gnd)                                         50       14
 2.214  (vin_out,out_1,1_gnd,out_2,2_gnd,2_gnd,2_3,3_gnd)                                 54       13
 2.214  (vin_1,vin_1,1_out,1_2,2_3,3_out,3_out,out_gnd)                                   54       13
 2.222  (vin_1,1_2,2_0,1_out,out_0,out_0,0_gnd)                                           42       16
 2.222  (vin_out,out_gnd,out_1,1_2,2_3,3_4,4_gnd,4_gnd)                                   54       13
 2.222  (vin_0,vin_0,vin_0,vin_0,vin_1,1_0,0_out,out_gnd)                                 54       13
 2.222  (vin_1,1_out,1_out,1_out,1_out,1_2,2_out,out_gnd)                                 54       13
 2.231  (vin_1,1_0,vin_2,2_out,out_0,out_0,0_gnd,0_gnd)                                   19       14
 2.231  (vin_0,0_out,out_2,2_gnd,2_3,3_gnd,3_4,4_gnd)                                     33       13
 2.231  (vin_1,1_out,out_2,2_gnd,2_3,3_gnd,3_4,4_gnd)                                     33       13
 2.231  (vin_1,1_out,out_0,0_gnd,0_3,3_gnd,3_4,4_gnd)                                     33       13
 2.231  (vin_out,vin_1,1_out,1_2,2_out,2_out,out_gnd,out_gnd)                             33       13
 2.231  (vin_1,1_out,out_0,out_3,3_0,3_4,4_0,0_gnd)                                       33       13
 2.231  (vin_0,0_1,0_out,out_1,1_gnd,1_3,3_4,4_gnd)                                       41       14
 2.231  (vin_1,1_0,1_out,out_0,0_gnd,0_3,3_4,4_gnd)                                       41       14
 2.231  (vin_1,1_0,1_2,2_0,2_out,out_4,4_0,0_gnd)                                         46       14
 2.231  (vin_1,1_0,1_0,1_2,2_out,out_0,out_0,0_gnd)                                       50       14
 2.250  (vin_0,vin_0,0_1,0_out,out_1,1_gnd,1_gnd,1_gnd)                                   25       14
 2.250  (vin_1,vin_1,1_0,1_out,out_0,0_gnd,0_gnd,0_gnd)                                   25       14
 2.250  (vin_0,vin_0,0_1,1_out,out_3,3_gnd)                                               27       18
 2.250  (vin_out,vin_out,out_gnd,out_gnd,out_1,1_gnd)                                     27       18
 2.250  (vin_1,1_0,1_0,0_out,out_3,3_gnd)                                                 27       18
 2.250  (vin_1,1_2,2_out,2_out,out_3,3_gnd)                                               27       18
 2.250  (vin_0,vin_0,0_1,1_gnd,1_gnd,0_out,out_3,3_gnd)                                   29       15
 2.250  (vin_0,0_out,out_2,2_gnd,2_3,3_gnd,3_gnd)                                         34       15
 2.250  (vin_1,1_out,out_2,2_gnd,2_3,3_gnd,3_gnd)                                         34       15
 2.250  (vin_1,1_out,out_0,0_gnd,0_3,3_gnd,3_gnd)                                         34       15
 2.250  (vin_out,vin_1,1_out,1_2,2_out,out_gnd,out_gnd)                                   34       15
 2.250  (vin_1,1_out,out_0,out_3,3_0,3_0,0_gnd)                                           34       15
 2.250  (vin_0,0_out,0_out,out_2,2_gnd,out_3,3_4,4_gnd)                                   37       13
 2.250  (vin_0,vin_0,0_out,out_2,2_gnd,out_3,3_4,4_gnd)                                   37       13
 2.250  (vin_1,1_out,1_out,out_2,2_gnd,out_3,3_4,4_gnd)                                   37       13
 2.250  (vin_0,vin_0,vin_0,0_out,0_out,out_gnd,out_2,2_gnd)                               37       13
 2.250  (vin_1,vin_1,1_out,1_out,1_out,out_gnd,out_2,2_gnd)                               37       13
 2.250  (vin_0,vin_1,1_0,0_out,out_3,3_gnd,3_gnd,3_gnd)                                   41       13
 2.250  (vin_1,1_out,1_2,2_out,out_3,3_gnd,3_gnd,3_gnd)                                   41       13
 2.250  (vin_out,vin_1,1_2,2_out,out_gnd,out_3,3_gnd,3_gnd)                               41       13
 2.250  (vin_1,1_out,1_3,3_out,out_0,out_0,out_0,0_gnd)                                   41       13
 2.250  (vin_1,1_out,out_0,out_0,1_3,3_4,4_0,0_gnd)                                       41       14
 2.250  (vin_1,1_2,2_0,2_0,1_3,3_out,out_0,0_gnd)                                         41       14
 2.250  (vin_1,1_0,1_out,out_3,3_0,0_gnd,0_gnd)                                           44       17
 2.250  (vin_1,1_0,1_out,out_0,out_0,out_0,0_gnd)                                         48       16
 2.250  (vin_out,out_1,1_gnd,out_2,2_gnd,2_gnd,2_gnd)                                     55       15
 2.250  (vin_1,vin_1,1_out,1_2,2_3,3_out,out_gnd)                                         55       15
 2.250  (vin_out,out_gnd,out_1,1_2,2_3,3_gnd)                                             55       18
 2.250  (vin_0,vin_0,vin_0,vin_0,0_out,out_gnd)                                           55       18
 2.250  (vin_1,1_out,1_out,1_out,1_out,out_gnd)                                           55       18
 2.267  (vin_out,out_1,1_gnd,1_gnd,out_2,2_gnd,2_3,3_gnd)                                 55       13
 2.267  (vin_1,vin_2,2_1,1_out,1_3,3_out,3_out,out_gnd)                                   55       13
 2.273  (vin_1,1_2,2_0,2_out,out_0,0_4,4_gnd,4_gnd)                                       30       14
 2.273  (vin_0,0_out,out_2,2_gnd,2_3,3_gnd,3_gnd,3_gnd)                                   35       13
 2.273  (vin_1,1_out,out_2,2_gnd,2_3,3_gnd,3_gnd,3_gnd)                                   35       13
 2.273  (vin_1,1_out,out_0,0_gnd,0_3,3_gnd,3_gnd,3_gnd)                                   35       13
 2.273  (vin_out,vin_1,1_out,1_2,2_3,3_out,out_gnd,out_gnd)                               35       13
 2.273  (vin_1,1_out,out_0,out_3,3_0,3_0,3_0,0_gnd)                                       35       13
 2.273  (vin_out,out_1,out_1,1_gnd,1_gnd,1_gnd,1_2,2_gnd)                                 55       13
 2.273  (vin_out,out_gnd,out_1,1_2,2_3,3_gnd,3_4,4_gnd)                                   55       13
 2.273  (vin_out,out_0,out_0,0_gnd,0_gnd,0_gnd,0_2,2_gnd)                                 55       13
 2.273  (vin_out,out_0,out_0,out_0,out_2,2_0,0_gnd,0_gnd)                                 55       13
 2.273  (vin_0,vin_0,vin_0,vin_1,1_0,1_0,0_out,out_gnd)                                   55       13
 2.273  (vin_1,1_out,1_out,1_out,1_2,2_out,2_out,out_gnd)                                 55       13
 2.273  (vin_1,1_out,vin_2,2_3,3_4,4_out,4_out,out_gnd)                                   55       13
 2.286  (vin_1,vin_1,1_0,1_out,out_0,out_0,0_gnd,0_gnd)                                   21       14
 2.286  (vin_0,0_1,1_out,out_3,3_4,4_gnd,4_gnd,4_gnd)                                     24       14
 2.286  (vin_1,1_0,0_out,out_3,3_4,4_gnd,4_gnd,4_gnd)                                     24       14
 2.286  (vin_1,1_2,2_out,out_3,3_4,4_gnd,4_gnd,4_gnd)                                     24       14
 2.286  (vin_1,1_2,2_out,out_0,0_4,4_gnd,4_gnd,4_gnd)                                     24       14
 2.286  (vin_1,1_2,2_out,out_4,4_0,0_gnd,0_gnd,0_gnd)                                     24       14
 2.286  (vin_out,vin_out,vin_1,1_2,2_out,out_gnd,out_gnd,out_gnd)                         24       14
 2.286  (vin_1,1_2,2_out,out_0,out_0,out_0,0_4,4_gnd)                                     24       14
 2.286  (vin_1,1_2,2_out,out_4,4_0,4_0,4_0,0_gnd)                                         24       14
 2.286  (vin_0,0_out,0_out,out_2,out_2,2_gnd,2_3,3_gnd)                                   37       14
 2.286  (vin_0,vin_0,0_out,out_2,out_2,2_gnd,2_3,3_gnd)                                   37       14
 2.286  (vin_1,1_out,1_out,out_2,out_2,2_gnd,2_3,3_gnd)                                   37       14
 2.286  (vin_1,1_out,out_0,1_3,3_0,0_gnd,0_4,4_gnd)                                       37       14
 2.286  (vin_1,1_2,2_0,1_out,out_0,0_gnd,0_4,4_gnd)                                       37       14
 2.286  (vin_1,1_out,1_out,out_0,out_0,0_gnd,0_3,3_gnd)                                   37       14
 2.286  (vin_1,1_out,vin_2,2_out,2_out,out_gnd,out_3,3_gnd)                               37       14
 2.286  (vin_1,1_out,1_out,out_0,out_3,3_0,0_gnd,0_gnd)                                   37       14
 2.286  (vin_1,1_2,2_0,1_3,3_out,out_0,0_gnd)                                             40       16
 2.286  (vin_1,1_0,1_2,2_out,out_0,2_4,4_0,0_gnd)                                         48       14
 2.286  (vin_1,1_0,1_2,2_3,3_0,2_out,out_0,0_gnd)                                         48       14
 2.286  (vin_1,1_0,1_2,2_out,2_out,out_0,out_0,0_gnd)                                     48       14
 2.286  (vin_out,out_gnd,out_1,1_2,2_3,3_gnd,3_gnd)                                       56       16
 2.286  (vin_0,vin_0,vin_0,vin_1,1_0,0_out,out_gnd)                                       56       16
 2.286  (vin_1,1_out,1_out,1_out,1_2,2_out,out_gnd)                                       56       16
 2.300  (vin_out,vin_out,out_gnd,out_gnd,out_1,1_gnd,1_2,2_gnd)                           28       14
 2.300  (vin_0,vin_1,1_0,1_0,0_2,2_out,out_4,4_gnd)                                       28       14
 2.300  (vin_1,1_0,1_2,2_0,2_0,0_out,out_4,4_gnd)                                         28       14
 2.300  (vin_1,1_2,2_out,2_3,3_out,3_out,out_4,4_gnd)                                     28       14
 2.300  (vin_0,vin_0,0_gnd,0_out,out_2,2_3,3_gnd,3_gnd)                                   30       16
 2.300  (vin_0,vin_0,vin_1,1_0,0_gnd,0_out,out_3,3_gnd)                                   30       16
 2.300  (vin_1,1_0,1_out,out_0,out_0,out_0,out_0,0_gnd)                                   50       14
 2.300  (vin_out,out_1,1_gnd,out_2,2_gnd,2_gnd,2_gnd,2_gnd)                               56       14
 2.300  (vin_out,out_gnd,out_1,1_2,2_3,3_gnd,3_gnd,3_gnd)                                 56       14
 2.300  (vin_0,vin_0,vin_0,vin_1,1_2,2_0,0_out,out_gnd)                                   56       14
 2.300  (vin_1,vin_1,1_out,1_2,2_3,3_4,4_out,out_gnd)                                     56       14
 2.300  (vin_1,1_out,1_out,1_out,1_2,2_3,3_out,out_gnd)                                   56       14
 2.308  (vin_1,1_0,1_2,2_out,out_0,out_4,4_0,0_gnd)                                       47       14
 2.333  (vin_0,0_1,1_2,2_out,out_4,4_5,5_gnd)                                             19       16
 2.333  (vin_1,1_0,0_2,2_out,out_4,4_5,5_gnd)                                             19       16
 2.333  (vin_1,1_2,2_0,0_out,out_4,4_5,5_gnd)                                             19       16
 2.333  (vin_out,vin_out,vin_out,out_gnd,out_gnd,out_gnd,out_gnd)                         19       16
 2.333  (vin_1,1_2,2_3,3_out,out_4,4_5,5_gnd)                                             19       16
 2.333  (vin_1,1_2,2_3,3_out,out_0,0_5,5_gnd)                                             19       16
 2.333  (vin_1,1_2,2_3,3_out,out_5,5_0,0_gnd)                                             19       16
 2.333  (vin_1,vin_1,1_0,1_2,2_out,out_0,0_gnd,0_gnd)                                     21       14
 2.333  (vin_0,0_out,out_2,2_3,3_gnd,out_4,4_5,5_gnd)                                     28       14
 2.333  (vin_0,0_out,out_2,out_2,2_3,3_gnd,2_4,4_gnd)                                     28       14
 2.333  (vin_0,0_out,out_2,out_2,2_3,2_3,3_gnd,3_gnd)                                     28       14
 2.333  (vin_1,1_out,out_2,out_2,2_3,3_gnd,2_4,4_gnd)                                     28       14
 2.333  (vin_1,1_out,out_2,out_2,2_3,2_3,3_gnd,3_gnd)                                     28       14
 2.333  (vin_1,1_out,out_2,2_3,3_gnd,out_4,4_5,5_gnd)                                     28       14
 2.333  (vin_1,1_out,out_0,out_0,0_3,0_3,3_gnd,3_gnd)                                     28       14
 2.333  (vin_1,1_out,out_0,out_0,0_3,3_gnd,0_4,4_gnd)                                     28       14
 2.333  (vin_1,vin_1,vin_1,1_out,1_out,1_out,out_gnd,out_gnd)                             28       14
 2.333  (vin_1,1_out,out_3,3_0,out_4,4_0,0_gnd,0_gnd)                                     28       14
 2.333  (vin_1,1_out,out_3,out_3,3_0,3_0,0_gnd,0_gnd)                                     28       14
 2.333  (vin_1,1_out,vin_2,vin_2,2_out,2_out,out_gnd,out_gnd)                             28       14
 2.333  (vin_1,1_out,vin_2,2_out,vin_3,3_out,out_gnd,out_gnd)                             28       14
 2.333  (vin_out,vin_out,out_gnd,out_gnd,out_1,1_gnd,1_gnd)                               28       16
 2.333  (vin_0,vin_1,1_0,0_2,2_out,out_4,4_gnd)                                           28       16
 2.333  (vin_0,vin_1,1_0,0_2,2_gnd,0_out,out_4,4_gnd)                                     28       16
 2.333  (vin_1,1_0,1_2,2_0,0_out,out_4,4_gnd)                                             28       16
 2.333  (vin_1,1_2,2_out,2_3,3_out,out_4,4_gnd)                                           28       16
 2.333  (vin_1,1_2,2_3,3_0,2_out,out_5,5_0,0_gnd)                                         31       15
 2.333  (vin_0,0_out,out_2,2_gnd,2_3,2_3,3_gnd,3_gnd)                                     38       14
 2.333  (vin_0,0_out,out_2,2_gnd,2_3,3_gnd,2_4,4_gnd)                                     38       14
 2.333  (vin_1,1_out,out_2,2_gnd,2_3,2_3,3_gnd,3_gnd)                                     38       14
 2.333  (vin_1,1_out,out_2,2_gnd,2_3,3_gnd,2_4,4_gnd)                                     38       14
 2.333  (vin_1,1_out,out_0,0_gnd,0_3,0_3,3_gnd,3_gnd)                                     38       14
 2.333  (vin_1,1_out,out_0,0_gnd,0_3,3_gnd,0_4,4_gnd)                                     38       14
 2.333  (vin_out,vin_1,1_out,out_gnd,out_2,out_2,2_gnd,2_gnd)                             38       14
 2.333  (vin_out,vin_1,1_out,out_gnd,out_2,2_gnd,out_3,3_gnd)                             38       14
 2.333  (vin_1,vin_1,1_0,1_0,0_out,out_3,3_gnd,3_gnd)                                     38       14
 2.333  (vin_1,1_0,vin_2,2_0,0_out,out_4,4_gnd,4_gnd)                                     38       14
 2.333  (vin_1,1_2,2_out,1_3,3_out,out_4,4_gnd,4_gnd)                                     38       14
 2.333  (vin_1,1_2,1_2,2_out,2_out,out_3,3_gnd,3_gnd)                                     38       14
 2.333  (vin_out,vin_1,1_2,2_out,1_3,3_out,out_gnd,out_gnd)                               38       14
 2.333  (vin_out,vin_1,1_2,1_2,2_out,2_out,out_gnd,out_gnd)                               38       14
 2.333  (vin_1,1_2,2_out,out_0,1_4,4_5,5_0,0_gnd)                                         38       14
 2.333  (vin_1,1_2,2_3,3_0,1_4,4_out,out_0,0_gnd)                                         38       14
 2.333  (vin_1,1_2,1_2,2_out,out_0,2_4,4_0,0_gnd)                                         38       14
 2.333  (vin_1,1_2,1_2,2_3,3_0,2_out,out_0,0_gnd)                                         38       14
 2.333  (vin_1,1_2,1_2,2_out,2_out,out_0,out_0,0_gnd)                                     38       14
 2.333  (vin_1,1_out,out_0,out_3,out_3,3_0,3_0,0_gnd)                                     38       14
 2.333  (vin_1,1_out,out_0,out_3,3_0,out_4,4_0,0_gnd)                                     38       14
 2.333  (vin_0,0_out,out_2,2_gnd,2_gnd)                                                   38       22
 2.333  (vin_1,1_out,out_2,2_gnd,2_gnd)                                                   38       22
 2.333  (vin_1,1_out,out_0,0_gnd,0_gnd)                                                   38       22
 2.333  (vin_out,vin_1,1_out,out_gnd,out_gnd)                                             38       22
 2.333  (vin_1,1_out,out_0,out_0,0_gnd)                                                   38       22
 2.333  (vin_0,0_out,0_out,0_out,out_2,2_gnd,out_3,3_gnd)                                 42       14
 2.333  (vin_0,vin_0,0_out,0_out,out_gnd,out_2,2_3,3_gnd)                                 42       14
 2.333  (vin_0,vin_0,vin_0,0_out,out_2,2_gnd,out_3,3_gnd)                                 42       14
 2.333  (vin_0,vin_0,vin_0,0_out,out_2,out_2,2_gnd,2_gnd)                                 42       14
 2.333  (vin_1,vin_1,1_out,1_out,out_gnd,out_2,2_3,3_gnd)                                 42       14
 2.333  (vin_1,1_out,1_out,1_out,out_2,out_2,2_gnd,2_gnd)                                 42       14
 2.333  (vin_1,1_out,1_out,1_out,out_2,2_gnd,out_3,3_gnd)                                 42       14
 2.333  (vin_1,1_out,vin_2,2_out,out_gnd,out_3,3_4,4_gnd)                                 42       14
 2.333  (vin_0,0_1,0_out,out_1,1_gnd,1_3,3_gnd)                                           42       16
 2.333  (vin_1,1_0,1_out,out_0,0_gnd,0_3,3_gnd)                                           42       16
 2.333  (vin_0,0_1,1_gnd,0_out,out_3,3_4,4_gnd)                                           42       18
 2.333  (vin_1,1_2,2_0,1_out,out_0,out_0,out_0,0_gnd)                                     47       14
 2.333  (vin_1,1_0,1_2,2_3,3_out,out_0,0_gnd)                                             47       17
 2.333  (vin_1,1_0,1_2,2_0,2_out,out_0,0_gnd)                                             50       17
 2.333  (vin_out,out_1,1_2,2_gnd,out_3,out_3,3_gnd,3_gnd)                                 57       14
 2.333  (vin_out,out_1,1_gnd,out_2,2_gnd,out_3,3_4,4_gnd)                                 57       14
 2.333  (vin_out,out_gnd,out_1,1_2,2_3,3_gnd,2_4,4_gnd)                                   57       14
 2.333  (vin_out,out_gnd,out_1,1_2,2_3,2_3,3_gnd,3_gnd)                                   57       14
 2.333  (vin_0,vin_0,vin_1,vin_1,1_0,1_0,0_out,out_gnd)                                   57       14
 2.333  (vin_0,vin_0,vin_1,1_0,vin_2,2_0,0_out,out_gnd)                                   57       14
 2.333  (vin_1,vin_1,vin_1,1_2,2_out,1_3,3_out,out_gnd)                                   57       14
 2.333  (vin_1,vin_1,1_2,1_2,2_out,2_out,2_out,out_gnd)                                   57       14
 2.333  (vin_1,1_out,1_out,1_2,1_2,2_out,2_out,out_gnd)                                   57       14
 2.333  (vin_1,1_out,1_out,1_2,2_out,1_3,3_out,out_gnd)                                   57       14
 2.333  (vin_out,out_1,out_1,1_gnd,1_gnd,1_gnd,1_gnd)                                     57       16
 2.333  (vin_out,out_1,1_gnd,1_gnd,out_2,2_gnd,2_gnd)                                     57       16
 2.333  (vin_out,out_0,out_0,0_gnd,0_gnd,0_gnd,0_gnd)                                     57       16
 2.333  (vin_out,out_0,out_0,out_0,out_0,0_gnd,0_gnd)                                     57       16
 2.333  (vin_1,vin_2,2_1,1_out,1_3,3_out,out_gnd)                                         57       16
 2.333  (vin_1,1_out,vin_2,2_3,3_4,4_out,out_gnd)                                         57       16
 2.333  (vin_out,out_gnd,out_1,1_2,2_gnd)                                                 57       22
 2.333  (vin_0,vin_0,vin_0,0_out,out_gnd)                                                 57       22
 2.333  (vin_1,1_out,1_out,1_out,out_gnd)                                                 57       22
 2.357  (vin_out,out_1,1_gnd,out_2,out_2,2_gnd,2_3,3_gnd)                                 57       14
 2.357  (vin_1,vin_1,1_2,2_out,1_3,3_out,3_out,out_gnd)                                   57       14
 2.364  (vin_out,out_1,out_1,out_1,1_gnd,1_gnd,1_2,2_gnd)                                 57       14
 2.364  (vin_out,out_gnd,out_1,1_2,2_gnd,2_3,3_4,4_gnd)                                   57       14
 2.364  (vin_out,out_0,out_0,out_0,0_gnd,0_gnd,0_2,2_gnd)                                 57       14
 2.364  (vin_out,out_0,out_0,out_2,2_0,0_gnd,0_gnd,0_gnd)                                 57       14
 2.364  (vin_0,vin_0,vin_1,1_0,1_0,1_0,0_out,out_gnd)                                     57       14
 2.364  (vin_1,1_out,1_out,1_2,2_out,2_out,2_out,out_gnd)                                 57       14
 2.364  (vin_1,1_2,2_out,vin_3,3_4,4_out,4_out,out_gnd)                                   57       14
 2.375  (vin_out,vin_out,out_gnd,out_gnd,out_1,1_gnd,1_gnd,1_gnd)                         28       14
 2.375  (vin_0,vin_1,1_2,2_0,0_3,3_out,out_5,5_gnd)                                       28       14
 2.375  (vin_1,1_0,1_2,2_3,3_0,0_out,out_5,5_gnd)                                         28       14
 2.375  (vin_1,1_2,2_out,2_3,3_4,4_out,out_5,5_gnd)                                       28       14
 2.375  (vin_0,0_out,out_2,2_gnd,0_3,3_4,4_5,5_gnd)                                       36       15
 2.375  (vin_1,1_2,2_0,2_out,out_4,4_5,5_0,0_gnd)                                         36       15
 2.375  (vin_1,1_2,1_2,2_0,2_out,out_0,0_gnd)                                             43       16
 2.375  (vin_1,1_0,1_2,2_out,out_0,out_0,0_gnd)                                           50       17
 2.375  (vin_out,out_gnd,out_1,1_2,2_gnd,2_3,3_gnd)                                       57       16
 2.375  (vin_0,vin_0,vin_1,1_0,1_0,0_out,out_gnd)                                         57       16
 2.375  (vin_1,1_out,1_out,1_2,2_out,2_out,out_gnd)                                       57       16
 2.385  (vin_1,1_0,1_out,out_3,3_0,3_0,0_gnd,0_gnd)                                       45       15
